Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",604.678,587.772,558.717,532.564,504.481,536.81,654.761,812.013,988.304,"1,005.57","1,191.02","1,244.81","1,284.45","1,149.99","1,235.02","1,336.13","1,410.85","1,553.95","1,641.82","1,668.68","1,651.39","1,626.22","1,775.81","2,045.69","2,404.70","2,527.84","2,700.95","3,085.30","2,934.75","2,403.36","2,455.31","2,635.80","2,677.08","2,755.36","3,036.31","2,897.06","2,669.11","2,628.41","2,808.90","2,809.91","2,912.89",2017
United States,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,857.33","3,207.03","3,343.80","3,634.03","4,037.65","4,339.00","4,579.63","4,855.25","5,236.43","5,641.60","5,963.13","6,158.13","6,520.33","6,858.55","7,287.25","7,639.75","8,073.13","8,577.55","9,062.83","9,630.70","10,252.35","10,581.83","10,936.45","11,458.25","12,213.73","13,036.63","13,814.60","14,451.88","14,712.83","14,448.93","14,992.05","15,542.60","16,197.05","16,784.83","17,521.75","18,219.30","18,707.15","19,485.40","20,513.00","21,482.41","22,289.31",2017
Uruguay,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.199,12.499,10.218,5.609,5.334,5.212,6.47,8.095,8.375,8.827,10.27,12.376,14.223,16.568,19.299,21.312,22.657,23.974,25.394,23.995,22.832,20.907,13.632,12.067,13.708,17.398,19.62,23.461,30.366,31.661,40.285,47.962,51.266,57.531,57.236,53.275,52.687,59.18,60.933,62.893,66.599,2017
Uzbekistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.571,5.521,6.524,10.168,13.923,14.704,14.949,17.042,13.717,11.632,9.657,10.135,12.001,14.31,17.326,22.31,29.532,33.688,38.986,45.941,51.824,57.7,63.113,66.489,67.069,48.826,43.303,51.339,55.278,2017
Vanuatu,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.121,0.114,0.114,0.117,0.144,0.132,0.128,0.139,0.158,0.154,0.169,0.201,0.209,0.2,0.234,0.249,0.261,0.273,0.262,0.268,0.272,0.258,0.263,0.314,0.365,0.395,0.439,0.526,0.608,0.61,0.701,0.792,0.782,0.802,0.815,0.774,0.798,0.87,0.957,1.024,1.09,2016
Venezuela,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",69.841,78.367,79.998,79.672,57.826,59.865,60.877,46.854,60.378,44.672,48.391,53.382,60.4,59.865,58.357,77.427,70.536,85.667,91.905,97.239,117.676,123.156,95.57,83.67,112.189,143.29,177.531,221.817,289.741,237.294,294.282,334.069,331.457,234.401,212.347,242.596,236.116,210.083,96.328,87.01,81.354,2016
Vietnam,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.847,13.875,18.405,27.726,48.177,14.999,33.873,42.045,23.234,6.293,6.472,7.642,9.867,13.181,16.312,20.798,24.692,26.892,27.234,28.702,31.176,32.524,35.097,39.563,49.52,57.648,66.393,77.52,98.269,101.634,112.771,134.598,155.483,170.444,185.759,191.288,201.326,220.376,241.434,266.238,292.172,2017
Yemen,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.644,14.665,17.959,21.737,28.019,12.796,6.496,6.838,6.322,7.639,9.679,9.853,10.693,11.778,13.868,16.732,19.063,21.651,26.911,25.13,30.907,32.726,35.401,40.415,43.229,45.594,36.437,31.268,28.524,34.32,40.063,2008
Zambia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.246,4.385,4.232,3.653,3.003,2.848,1.962,2.431,4.095,4.365,4.085,3.69,3.614,3.549,3.657,3.799,3.599,4.303,3.538,3.405,3.601,4.094,4.194,4.902,6.221,8.332,12.757,14.057,17.911,15.328,20.265,23.46,25.503,28.046,27.151,21.243,20.941,25.706,25.778,26.118,27.4,2017
Zimbabwe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.78,8.18,6.746,6.552,6.889,7.152,8.758,8.99,10.473,10.187,9.816,9.732,9.292,8.287,8.193,7.83,7.047,6.738,5.805,8.367,10.067,12.072,14.058,15.224,15.834,16.072,16.117,17.635,19.367,21.63,24.059,2015
Afghanistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.835,20.852,21.557,24.858,26.983,31.404,33.252,40.403,44.323,48.18,55.963,60.181,62.973,64.276,66.384,69.449,72.697,76.491,80.694,2016
Albania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.563,6.437,7.033,7.388,7.808,7.934,8.547,8.689,8.869,10.12,9.449,7.033,6.676,7.49,8.369,9.305,10.338,9.367,10.309,11.806,12.908,14.285,15.169,16.305,17.668,19.225,20.976,22.828,25.017,26.054,27.334,28.616,29.578,30.398,31.523,32.567,34.027,36.006,38.315,40.586,42.965,2016
Algeria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",86.89,97.964,110.674,121.219,132.626,144.483,147.097,149.68,152.014,165.557,173.127,176.834,183.759,184.157,186.397,197.627,208.893,214.833,228.326,239.035,253.664,267.004,286.417,312.741,334.97,365.782,383.2,406.767,424.465,434.682,455.649,478.3,504.004,527.206,557.594,584.409,609.703,629.992,660.757,693.109,719.353,2017
Angola,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.256,21.197,22.507,24.371,26.765,28.578,29.999,31.996,35.154,36.548,36.608,38.221,36.81,28.644,29.648,34.81,40.249,43.921,46.499,48.199,50.782,54.078,62.441,65.502,74.633,88.524,101.734,119.104,134.978,137.175,145.516,153.714,170.045,181.601,193.96,197.885,194.886,193.626,197.889,208.279,219.069,2015
Antigua and Barbuda,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.268,0.304,0.323,0.354,0.403,0.448,0.51,0.557,0.607,0.663,0.709,0.749,0.775,0.835,0.91,0.888,0.964,1.035,1.096,1.153,1.258,1.221,1.253,1.354,1.47,1.613,1.874,2.102,2.143,1.898,1.782,1.781,1.878,1.91,2.045,2.151,2.291,2.398,2.54,2.672,2.791,2016
Argentina,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",177.128,182.749,187.931,202.582,214.091,205.509,224.627,236.004,239.546,231.495,236.946,270.677,305.359,332.133,359.023,356.122,382.685,420.859,441.982,433.185,439.374,429.215,388.504,430.689,482.22,541.253,602.507,674.423,715.435,678.224,755.6,817.698,824.828,859.487,853.745,886.442,879.799,922.115,918.572,922.951,960.945,2017
Armenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.908,4.318,4.649,5.127,5.491,5.775,6.206,6.496,7.029,7.864,9.171,10.654,12.087,14.222,16.586,19.374,21.123,18.272,18.892,20.193,22.048,23.175,24.465,25.532,25.878,28.342,30.731,32.893,35.028,2016
Australia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",155.591,177.34,188.416,194.867,214.712,233.589,244.125,262.402,283.21,307.937,324.237,331.88,348.253,370.409,396.787,416.683,441.901,469.969,497.699,527.061,555.378,582.272,616.179,644.3,689.537,731.789,775.027,830.287,869.012,892.103,923.855,968.985,"1,026.01","1,066.69","1,115.32","1,155.24","1,198.30","1,248.22","1,318.60","1,383.93","1,447.94",2017
Austria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",84.888,92.827,100.443,107.304,111.545,117.654,122.832,127.985,133.772,144.42,156.336,167.186,174.576,179.654,187.897,196.955,205.372,213.287,223.413,234.699,248.045,256.697,265.065,272.529,287.52,303.129,323.09,344.136,355.952,345.164,355.601,373.64,383.398,390.224,400.902,409.614,420.099,441.006,463.993,484.066,500.941,2017
Azerbaijan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.946,27.511,22.571,20.042,20.926,23.177,24.846,28.077,30.493,33.182,36.889,41.409,46.459,61.302,84.925,109.412,123.354,135.94,143.878,144.514,150.381,161.994,169.444,172.367,168.849,172.176,178.47,188.878,198.984,2016
The Bahamas,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.519,2.677,3.021,3.353,3.558,3.821,3.999,4.249,4.499,4.782,5.014,4.966,4.885,5.016,5.285,5.632,5.977,6.381,6.757,7.345,7.82,8.202,8.557,8.605,8.915,9.505,10.039,10.458,10.414,10.055,10.328,10.609,11.146,11.295,11.492,11.736,11.664,12.056,12.62,13.16,13.625,2016
Bahrain,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.218,6.995,7.903,8.787,9.486,9.695,9.938,10.059,11.034,11.582,12.437,13.151,14.409,15.872,16.732,17.411,18.306,19.059,20.208,21.724,23.769,24.895,26.136,28.297,31.088,34.226,37.542,41.748,45.216,46.718,49.312,51.341,54.277,58.22,61.903,64.356,67.312,71.166,75.174,78.76,82.251,2017
Bangladesh,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",41.221,47.642,52.208,56.753,61.258,65.561,69.546,73.355,77.756,84.278,91.456,98.524,105.607,112.784,120.391,128.778,137.711,147.516,156.701,167.58,180.92,193.824,206.43,222.409,242.347,265.644,292.433,319.864,344.069,365.119,391.648,425.793,461.124,497.545,538.969,582.004,630.738,690.265,758.171,829.272,904.239,2017
Barbados,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.515,1.627,1.643,1.716,1.842,1.921,2.059,2.165,2.32,2.498,2.506,2.489,2.401,2.478,2.581,2.688,2.846,3.033,3.181,3.238,3.458,3.45,3.532,3.676,3.828,4.104,4.468,4.673,4.807,4.608,4.561,4.619,4.704,4.722,4.802,4.961,5.129,5.218,5.313,5.42,5.557,2017
Belarus,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.558,49.714,44.835,40.701,42.597,48.286,52.952,55.518,60.028,64.243,68.552,74.743,85.543,96.535,109.4,122.054,137.179,138.451,150.919,162.623,168.573,173.244,179.436,174.41,171.862,179.371,190.812,200.893,209.857,2017
Belgium,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",106.955,116.747,124.698,129.986,137.998,144.715,150.319,157.59,170.853,183.711,196.566,206.939,214.895,217.871,229.704,240.113,248.405,262.064,270.249,283.921,300.815,309.906,320.414,328.891,350.022,368.484,389.149,413.386,424.727,418.321,434.809,451.876,461.624,470.665,485.773,497.975,510.527,529.232,549.749,570.1,589.503,2017
Belize,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.206,0.226,0.222,0.244,0.282,0.286,0.313,0.392,0.45,0.54,0.623,0.717,0.822,0.895,0.915,0.941,0.971,1.023,1.073,1.184,1.369,1.469,1.568,1.747,1.877,1.985,2.139,2.221,2.337,2.374,2.481,2.586,2.734,2.802,2.97,3.116,3.134,3.218,3.352,3.492,3.619,2016
Benin,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.702,3.015,3.255,3.315,3.448,3.711,3.89,3.903,4.179,4.219,4.77,5.14,5.413,5.864,6.111,6.616,7.028,7.559,7.947,8.493,9.105,9.801,10.418,10.977,11.772,12.347,13.222,14.389,15.388,15.866,16.39,17.227,18.403,20.073,21.752,22.446,23.592,25.388,27.546,29.918,32.523,2015
Bhutan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.196,0.244,0.28,0.313,0.349,0.375,0.413,0.509,0.606,0.669,0.758,0.821,0.858,0.906,0.946,1.024,1.105,1.186,1.272,1.382,1.511,1.652,1.838,2.043,2.24,2.46,2.712,3.134,3.539,3.77,4.17,4.67,5.066,5.339,5.655,6.069,6.585,7.205,7.799,8.349,9.047,2016
Bolivia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.819,11.879,12.116,12.081,12.492,12.671,12.594,13.223,14.088,15.195,16.494,17.95,18.661,19.919,21.294,22.758,24.185,25.821,27.425,27.94,29.28,30.426,31.676,33.139,35.451,38.172,41.214,44.253,47.887,49.872,52.535,56.424,60.452,65.693,70.591,74.811,78.853,83.723,89.352,95.088,100.68,2016
Bosnia and Herzegovina,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.311,14.135,16.269,18.278,19.516,20.415,21.786,23.047,25.148,27.03,29.433,32.031,34.48,34.46,35.129,36.188,36.622,38.14,39.309,40.95,42.729,44.834,47.344,50.044,52.886,2017
Botswana,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.801,2.132,2.624,3.021,3.334,3.704,4.104,4.831,6.173,6.715,7.578,8.323,8.495,9.046,9.167,10.017,10.795,11.863,12.083,13.442,14.016,14.359,15.472,16.488,17.39,18.749,20.932,23.274,25.208,23.456,25.761,27.89,29.692,33.64,35.699,35.468,37.403,39.013,41.763,44.191,46.853,2017
Brazil,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",580.955,607.939,649.347,651.836,711.2,791.661,868.528,922.056,957.095,"1,026.45","1,020.48","1,065.87","1,084.11","1,164.29","1,258.58","1,339.34","1,366.30","1,437.09","1,458.24","1,486.20","1,586.06","1,643.26","1,720.24","1,772.16","1,924.78","2,048.18","2,193.67","2,389.11","2,559.55","2,575.82","2,802.35","2,974.92","3,090.61","3,239.58","3,317.72","3,234.21","3,156.15","3,247.50","3,370.62","3,524.06","3,672.73",2017
Brunei Darussalam,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,12.146,12.047,12.383,12.774,13.567,14.228,15.172,16.256,16.692,17.585,18.758,19.651,19.695,19.805,20.705,21.771,22.86,24.12,25.282,26.093,27.01,29.055,29.872,29.85,29.531,30.667,32.48,33.405,33.269,33.048,33.266,32.801,33.869,35.456,38.043,40.426,2017
Bulgaria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",39.608,45.653,50.51,54.063,58.59,61.531,66.097,70.915,75.178,77.735,73.305,67.634,63.346,57.309,56.387,56.648,53.045,53.072,56.279,56.809,60.986,64.673,69.597,74.545,81.478,90.001,99.099,109.235,118.066,114.7,117.572,122.327,124.712,127.994,132.149,138.394,145.42,153.462,162.68,171.296,179.449,2017
Burkina Faso,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.382,2.677,2.882,2.959,3.115,3.577,3.939,4.027,4.41,4.682,4.828,5.444,5.581,5.911,6.116,6.601,7.463,8.071,8.758,9.536,9.933,10.822,11.472,12.597,13.516,15.144,16.578,17.723,19.116,19.832,21.758,23.684,25.696,27.661,29.404,30.876,33.06,35.853,38.833,42.052,45.417,2016
Burundi,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.393,1.71,1.796,1.936,2.009,2.317,2.44,2.638,2.868,3.021,3.243,3.546,3.663,3.516,3.454,3.247,3.042,3.107,3.291,3.378,3.515,3.652,3.797,3.963,4.223,4.545,4.936,5.243,5.605,5.863,6.235,6.622,7.049,7.599,8.091,7.854,7.857,8.007,8.205,8.415,8.618,2015
Cabo Verde,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.231,0.275,0.3,0.341,0.367,0.411,0.432,0.462,0.506,0.556,0.581,0.609,0.642,0.705,0.77,0.845,0.918,1.006,1.103,1.251,1.372,1.488,1.592,1.743,1.878,2.049,2.303,2.583,2.809,2.794,2.868,3.044,3.136,3.217,3.298,3.367,3.564,3.777,4.029,4.28,4.534,2017
Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.322,4.905,5.267,5.525,6.145,6.73,7.167,7.919,8.569,9.24,9.776,10.349,11.833,13.255,14.706,15.921,17.596,19.938,23.284,26.572,30.073,32.709,32.987,35.361,38.652,42.274,46.181,50.415,54.54,58.969,64.207,70.265,76.626,83.167,2017
Cameroon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.869,13.926,15.905,17.659,19.663,21.929,23.89,23.954,22.848,23.324,22.706,22.59,22.4,22.207,22.115,23.325,24.919,26.695,28.317,29.893,31.647,33.754,35.741,38.068,41.743,43.913,46.806,50.42,53.194,54.778,57.313,60.926,64.916,69.625,75.116,80.21,84.856,89.538,95.068,101.366,108.164,2016
Canada,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",288.12,326.427,335.498,357.697,392.564,424.152,442.045,471.535,509.786,542.085,563.241,569.913,588.048,617.965,659.521,691.38,715.382,758.864,797.194,850.46,914.533,951.14,995.27,"1,032.02","1,092.51","1,162.61","1,229.21","1,288.27","1,326.47","1,297.16","1,352.73","1,424.37","1,477.03","1,540.14","1,614.10","1,647.69","1,689.26","1,773.83","1,852.51","1,930.68","2,003.27",2017
Central African Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.929,1.149,1.176,1.148,1.308,1.399,1.53,1.568,1.651,1.808,1.836,1.911,1.922,1.969,2.22,2.363,2.219,2.431,2.55,2.684,2.698,2.768,2.819,2.675,2.82,2.979,3.216,3.454,3.594,3.683,3.84,4.049,4.297,2.767,2.849,3.018,3.189,3.39,3.62,3.883,4.153,2012
Chad,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.917,1.871,2.094,2.516,2.744,3.055,3.302,3.507,3.905,4.137,4.429,5.056,5.294,5.307,5.719,5.793,6.024,6.474,7.002,7.055,7.149,8.158,8.991,10.506,14.417,16.101,16.696,17.705,18.603,19.52,22.433,22.929,25.427,27.362,29.801,30.653,28.995,28.617,30.32,32.08,34.939,2017
Chile,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",38.448,44.699,41.012,41.424,45.445,47.805,51.497,56.243,62.47,71.804,77.226,85.998,97.749,106.791,114.592,127.342,138.581,151.427,159.81,161.368,173.778,183.458,192.128,203.702,224.247,244.51,267.826,288.531,304.637,302.074,323.405,350.375,376.141,398.247,412.959,427.008,437.211,452.076,480.965,507.939,534.058,2017
China,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",306.868,353.031,408.58,470.436,561.498,657.457,730.385,836.018,963.302,"1,043.12","1,124.36","1,269.33","1,483.91","1,730.21","1,998.65","2,265.02","2,534.84","2,815.78","3,069.58","3,350.56","3,713.19","4,109.58","4,554.49","5,102.97","5,769.62","6,621.60","7,688.39","9,016.02","10,073.75","11,084.40","12,402.89","13,864.86","15,247.14","16,724.78","18,285.25","19,755.97","21,313.99","23,208.22","25,313.27","27,449.05","29,712.83",2017
Colombia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",78.561,87.951,94.271,99.505,106.55,113.335,122.35,132.108,142.325,152.955,165.474,175.128,186.917,202.272,217.225,233.318,242.474,255.117,259.458,252.14,265.315,275.683,287.057,303.844,328.665,354.852,390.376,428.319,450.87,459.784,485.364,531.984,563.35,599.414,639.632,665.582,686.064,711.615,748.575,791.995,836.958,2017
Comoros,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.247,0.285,0.315,0.337,0.364,0.383,0.398,0.415,0.441,0.444,0.484,0.473,0.525,0.554,0.536,0.567,0.569,0.604,0.617,0.638,0.662,0.699,0.739,0.772,0.791,0.85,0.886,0.915,0.942,0.966,0.997,1.041,1.092,1.15,1.195,1.22,1.26,1.319,1.387,1.456,1.527,2017
Democratic Republic of the Congo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.681,21.747,22.986,24.223,26.313,27.271,29.133,30.651,31.879,32.712,31.707,30.011,27.484,24.346,23.338,24.485,24.451,22.923,22.283,21.745,20.422,20.432,21.367,22.978,25.186,27.564,29.909,32.634,35.341,36.627,39.688,43.302,47.261,52.169,58.19,62.88,65.093,68.595,72.872,77.486,82.382,2016
Republic of Congo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.135,3.522,3.829,4.075,4.322,4.564,4.765,4.996,6.305,7.946,8.327,8.814,9.251,9.377,9.051,9.609,10.205,10.316,10.822,10.695,11.762,12.478,13.256,13.612,14.464,16.071,17.59,17.777,19.133,20.791,22.866,24.136,25.541,26.839,29.218,30.304,29.769,29.393,30.665,32.472,33.056,2016
Costa Rica,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.198,8.771,8.634,9.229,10.329,10.733,11.555,12.405,13.284,14.587,15.677,16.574,18.511,20.293,21.656,23.021,23.733,25.486,27.567,29.068,30.857,32.634,34.241,36.361,38.96,41.728,46.103,51.208,54.631,54.513,57.88,61.634,65.829,68.504,72.254,75.679,79.754,83.936,88.72,93.6,98.628,2016
CÙte d'Ivoire,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.428,17.478,18.595,18.841,19.13,20.445,21.858,22.287,23.336,24.966,25.618,26.495,27.031,27.622,28.26,30.46,33.542,36.073,38.277,39.458,39.506,40.421,40.376,40.566,42.172,44.234,46.263,48.345,50.538,52.579,54.265,53.073,59.555,66.218,73.405,80.75,88.443,97.155,106.783,116.726,127.105,2015
Croatia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.417,36.181,39.134,42.605,45.934,49.831,51.33,51.584,54.714,57.845,61.847,66.511,70.975,76.194,82.321,88.999,92.577,86.481,86.201,87.702,87.328,88.423,90.017,93.164,97.512,102.113,107.41,112.55,117.449,2017
Cyprus,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.252,3.668,4.14,4.53,5.108,5.52,5.833,6.404,7.181,8.066,8.987,9.36,10.47,10.793,11.673,13.101,13.519,14.104,15.01,15.962,17.253,18.266,19.186,20.026,21.505,23.001,24.766,26.657,28.226,27.937,28.635,29.327,28.975,27.734,27.862,28.718,30.019,31.775,33.799,35.97,37.883,2017
Czech Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,144.023,153.297,155.013,156.243,160.77,171.376,180.229,186.106,196.392,211.575,232.418,255.863,277.457,290.44,278.6,288.254,299.507,302.81,306.632,320.917,341.57,353.765,375.94,396.422,417.205,435.953,2017
Denmark,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",59.103,64.268,70.749,75.427,81.409,87.347,93.472,96.027,99.406,103.966,109.446,114.728,119.642,122.485,131.767,138.605,145.243,152.564,157.695,164.689,174.682,179.982,183.684,187.821,198.024,208.973,223.719,231.814,235.115,225.287,232.168,240.186,245.353,251.992,260.909,267.935,276.191,287.849,300.308,312.666,324.288,2017
Djibouti,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.174,1.207,1.152,1.161,1.144,1.122,1.127,1.141,1.191,1.227,1.276,1.338,1.406,1.484,1.578,1.704,1.838,1.983,2.03,2.139,2.343,2.503,2.675,2.889,3.109,3.348,3.64,3.974,4.33,4.678,2017
Dominica,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.125,0.152,0.168,0.179,0.193,0.202,0.221,0.24,0.268,0.278,0.304,0.319,0.333,0.348,0.355,0.374,0.393,0.408,0.428,0.436,0.456,0.466,0.46,0.498,0.527,0.547,0.59,0.644,0.704,0.701,0.714,0.727,0.733,0.751,0.798,0.777,0.806,0.783,0.688,0.769,0.837,2016
Dominican Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.411,15.308,16.53,17.972,18.854,19.037,20.105,22.686,23.993,26.031,25.532,26.645,30.31,33.313,34.909,37.668,40.65,45.025,48.589,52.219,55.875,58.505,62.102,62.404,65.731,74.168,83.423,92.017,96.818,98.479,107.935,113.643,118.97,126.959,139.239,150.626,162.341,172.957,188.32,201.918,216.467,2017
Ecuador,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",26.142,29.731,31.947,32.269,34.837,37.52,39.46,38.021,43.489,45.323,48.433,52.632,55.777,58.24,62.017,64.744,67.071,71.18,74.333,71.832,74.24,78.914,83.447,87.311,97.024,105.339,113.306,118.898,128.916,130.635,136.816,150.664,162.217,173.228,183.194,185.336,185.064,193.048,199.72,205.457,212.111,2016
